Season,TeamID,ConfAbbrev
2019,1195,a_sun
2019,1239,a_sun
2019,1244,a_sun
2019,1251,a_sun
2019,1252,a_sun
2019,1312,a_sun
2019,1316,a_sun
2019,1391,a_sun
2019,1466,a_sun
2019,1172,a_ten
2019,1173,a_ten
2019,1182,a_ten
2019,1200,a_ten
2019,1203,a_ten
2019,1206,a_ten
2019,1247,a_ten
2019,1269,a_ten
2019,1348,a_ten
2019,1350,a_ten
2019,1382,a_ten
2019,1386,a_ten
2019,1387,a_ten
2019,1433,a_ten
2019,1153,aac
2019,1163,aac
2019,1187,aac
2019,1222,aac
2019,1272,aac
2019,1374,aac
2019,1378,aac
2019,1396,aac
2019,1408,aac
2019,1409,aac
2019,1416,aac
2019,1455,aac
2019,1130,acc
2019,1155,acc
2019,1181,acc
2019,1199,acc
2019,1210,acc
2019,1257,acc
2019,1274,acc
2019,1301,acc
2019,1314,acc
2019,1323,acc
2019,1338,acc
2019,1393,acc
2019,1438,acc
2019,1439,acc
2019,1448,acc
2019,1107,aec
2019,1127,aec
2019,1216,aec
2019,1262,aec
2019,1263,aec
2019,1306,aec
2019,1392,aec
2019,1420,aec
2019,1436,aec
2019,1139,big_east
2019,1166,big_east
2019,1177,big_east
2019,1207,big_east
2019,1266,big_east
2019,1344,big_east
2019,1371,big_east
2019,1385,big_east
2019,1437,big_east
2019,1462,big_east
2019,1170,big_sky
2019,1186,big_sky
2019,1225,big_sky
2019,1226,big_sky
2019,1285,big_sky
2019,1286,big_sky
2019,1294,big_sky
2019,1319,big_sky
2019,1340,big_sky
2019,1381,big_sky
2019,1451,big_sky
2019,1144,big_south
2019,1149,big_south
2019,1205,big_south
2019,1214,big_south
2019,1219,big_south
2019,1255,big_south
2019,1342,big_south
2019,1347,big_south
2019,1367,big_south
2019,1421,big_south
2019,1457,big_south
2019,1228,big_ten
2019,1231,big_ten
2019,1234,big_ten
2019,1268,big_ten
2019,1276,big_ten
2019,1277,big_ten
2019,1278,big_ten
2019,1304,big_ten
2019,1321,big_ten
2019,1326,big_ten
2019,1336,big_ten
2019,1345,big_ten
2019,1353,big_ten
2019,1458,big_ten
2019,1124,big_twelve
2019,1235,big_twelve
2019,1242,big_twelve
2019,1243,big_twelve
2019,1328,big_twelve
2019,1329,big_twelve
2019,1395,big_twelve
2019,1400,big_twelve
2019,1403,big_twelve
2019,1452,big_twelve
2019,1142,big_west
2019,1168,big_west
2019,1169,big_west
2019,1218,big_west
2019,1253,big_west
2019,1364,big_west
2019,1413,big_west
2019,1414,big_west
2019,1415,big_west
2019,1158,caa
2019,1174,caa
2019,1180,caa
2019,1189,caa
2019,1220,caa
2019,1241,caa
2019,1318,caa
2019,1406,caa
2019,1423,caa
2019,1456,caa
2019,1150,cusa
2019,1194,cusa
2019,1198,cusa
2019,1256,cusa
2019,1267,cusa
2019,1292,cusa
2019,1317,cusa
2019,1330,cusa
2019,1349,cusa
2019,1379,cusa
2019,1412,cusa
2019,1427,cusa
2019,1431,cusa
2019,1443,cusa
2019,1156,horizon
2019,1178,horizon
2019,1227,horizon
2019,1237,horizon
2019,1297,horizon
2019,1324,horizon
2019,1453,horizon
2019,1454,horizon
2019,1460,horizon
2019,1464,horizon
2019,1135,ivy
2019,1162,ivy
2019,1165,ivy
2019,1171,ivy
2019,1217,ivy
2019,1335,ivy
2019,1343,ivy
2019,1463,ivy
2019,1145,maac
2019,1193,maac
2019,1233,maac
2019,1264,maac
2019,1265,maac
2019,1284,maac
2019,1310,maac
2019,1346,maac
2019,1351,maac
2019,1373,maac
2019,1389,maac
2019,1103,mac
2019,1123,mac
2019,1132,mac
2019,1138,mac
2019,1141,mac
2019,1185,mac
2019,1245,mac
2019,1275,mac
2019,1296,mac
2019,1325,mac
2019,1405,mac
2019,1444,mac
2019,1126,meac
2019,1164,meac
2019,1175,meac
2019,1197,meac
2019,1224,meac
2019,1271,meac
2019,1288,meac
2019,1299,meac
2019,1300,meac
2019,1313,meac
2019,1354,meac
2019,1366,meac
2019,1133,mvc
2019,1179,mvc
2019,1191,mvc
2019,1229,mvc
2019,1232,mvc
2019,1260,mvc
2019,1283,mvc
2019,1320,mvc
2019,1356,mvc
2019,1434,mvc
2019,1102,mwc
2019,1129,mwc
2019,1161,mwc
2019,1201,mwc
2019,1305,mwc
2019,1307,mwc
2019,1361,mwc
2019,1363,mwc
2019,1424,mwc
2019,1429,mwc
2019,1461,mwc
2019,1136,nec
2019,1148,nec
2019,1192,nec
2019,1254,nec
2019,1291,nec
2019,1352,nec
2019,1357,nec
2019,1383,nec
2019,1384,nec
2019,1447,nec
2019,1122,ovc
2019,1125,ovc
2019,1183,ovc
2019,1184,ovc
2019,1188,ovc
2019,1240,ovc
2019,1287,ovc
2019,1293,ovc
2019,1369,ovc
2019,1398,ovc
2019,1399,ovc
2019,1404,ovc
2019,1112,pac_twelve
2019,1113,pac_twelve
2019,1143,pac_twelve
2019,1160,pac_twelve
2019,1332,pac_twelve
2019,1333,pac_twelve
2019,1390,pac_twelve
2019,1417,pac_twelve
2019,1425,pac_twelve
2019,1428,pac_twelve
2019,1449,pac_twelve
2019,1450,pac_twelve
2019,1110,patriot
2019,1119,patriot
2019,1131,patriot
2019,1137,patriot
2019,1159,patriot
2019,1221,patriot
2019,1248,patriot
2019,1250,patriot
2019,1259,patriot
2019,1298,patriot
2019,1104,sec
2019,1116,sec
2019,1120,sec
2019,1196,sec
2019,1208,sec
2019,1246,sec
2019,1261,sec
2019,1279,sec
2019,1280,sec
2019,1281,sec
2019,1376,sec
2019,1397,sec
2019,1401,sec
2019,1435,sec
2019,1151,southern
2019,1154,southern
2019,1190,southern
2019,1202,southern
2019,1273,southern
2019,1359,southern
2019,1422,southern
2019,1440,southern
2019,1441,southern
2019,1459,southern
2019,1101,southland
2019,1146,southland
2019,1223,southland
2019,1230,southland
2019,1249,southland
2019,1270,southland
2019,1309,southland
2019,1311,southland
2019,1322,southland
2019,1358,southland
2019,1368,southland
2019,1372,southland
2019,1394,southland
2019,1176,summit
2019,1236,summit
2019,1295,summit
2019,1303,summit
2019,1315,summit
2019,1331,summit
2019,1355,summit
2019,1377,summit
2019,1442,summit
2019,1111,sun_belt
2019,1114,sun_belt
2019,1117,sun_belt
2019,1157,sun_belt
2019,1204,sun_belt
2019,1209,sun_belt
2019,1375,sun_belt
2019,1402,sun_belt
2019,1407,sun_belt
2019,1418,sun_belt
2019,1419,sun_belt
2019,1426,sun_belt
2019,1105,swac
2019,1106,swac
2019,1108,swac
2019,1115,swac
2019,1212,swac
2019,1238,swac
2019,1290,swac
2019,1341,swac
2019,1380,swac
2019,1411,swac
2019,1152,wac
2019,1167,wac
2019,1213,wac
2019,1282,wac
2019,1308,wac
2019,1370,wac
2019,1410,wac
2019,1430,wac
2019,1465,wac
2019,1140,wcc
2019,1211,wcc
2019,1258,wcc
2019,1334,wcc
2019,1337,wcc
2019,1339,wcc
2019,1360,wcc
2019,1362,wcc
2019,1365,wcc
2019,1388,wcc
